uncertainty_id,page_id,year,document_id,document_page_number,text,source_json_path
uncertainty:2016-1:0109:001,page:2016-1:0109,2016,2016-1,109,"{""field"":""asset_name"",""note"":""name runs off right edge of name column; trailing text cut"",""read"":""THE GOLDMAN SACHS GROUP, INC. LNKD TO SPDR S&P OIL & GAS EXP CNTNGNT"",""row"":27}",docs/2016-1/text/page-109.json
uncertainty:2016-1:0109:002,page:2016-1:0109,2016,2016-1,109,"{""field"":""asset_name"",""note"":""row is smudged/struck-through in scan; tesseract read 'DENTSPLY UN. INC CM'; reading based on quad crop"",""read"":""DENTSPLY INTL INC CMN"",""row"":29}",docs/2016-1/text/page-109.json
uncertainty:2016-1:0109:003,page:2016-1:0109,2016,2016-1,109,"{""field"":""asset_name"",""note"":""name truncated at column edge; likely 'GSCP V INSTITUTIONAL...'"",""read"":""GS CAPITAL PARTNERS V INSTITUTIONAL, L.P. / GSCP VINSTITUTIONAI"",""row"":38}",docs/2016-1/text/page-109.json
uncertainty:2016-1:0110:001,page:2016-1:0110,2016,2016-1,110,"{""field"":""asset_name"",""note"":""name runs off right edge of name column; trailing text cut"",""read"":""THE GOLDMAN SACHS GROUP, INC. LNKD TO SPDR S&P OIL & GAS EXP CNTNGNT"",""row"":27}",docs/2016-1/text/page-110.json
uncertainty:2016-1:0110:002,page:2016-1:0110,2016,2016-1,110,"{""field"":""asset_name"",""note"":""name truncated at column edge"",""read"":""GS CAPITAL PARTNERS V INSTITUTIONAL, L.P. / GSCP VINSTITUTIONAI"",""row"":38}",docs/2016-1/text/page-110.json
uncertainty:2016-1:0111:001,page:2016-1:0111,2016,2016-1,111,"{""field"":""asset_name"",""note"":""name runs off right edge of name column; trailing text cut"",""read"":""THE GOLDMAN SACHS GROUP, INC. LNKD TO SPDR S&P OIL & GAS EXP CNTNGNT"",""row"":27}",docs/2016-1/text/page-111.json
uncertainty:2016-1:0111:002,page:2016-1:0111,2016,2016-1,111,"{""field"":""asset_name"",""note"":""name truncated at column edge"",""read"":""GS CAPITAL PARTNERS V INSTITUTIONAL, L.P. / GSCP VINSTITUTIONAI"",""row"":38}",docs/2016-1/text/page-111.json
uncertainty:2016-1:0112:001,page:2016-1:0112,2016,2016-1,112,"{""field"":""asset_name"",""note"":""name truncated at right edge of name column (likely 'ILLIQUID INVESTMENTS')"",""read"":""GLOBAL LONG SHORT PARTNERS 27% OF FUNDS ASSETS IN ILLIQUID IN"",""row"":15}",docs/2016-1/text/page-112.json
uncertainty:2016-1:0112:002,page:2016-1:0112,2016,2016-1,112,"{""field"":""asset_name"",""note"":""name truncated at right edge of name column"",""read"":""LIBERTY HARBOR COMMITMENT 2,000,000 100% OF FUNDS ASSETS IN"",""row"":16}",docs/2016-1/text/page-112.json
uncertainty:2016-1:0113:001,page:2016-1:0113,2016,2016-1,113,"{""field"":""asset_name"",""note"":""name truncated at right edge of name column"",""read"":""GLOBAL LONG SHORT PARTNERS 27% OF FUNDS ASSETS IN ILLIQUID IN"",""row"":15}",docs/2016-1/text/page-113.json
uncertainty:2016-1:0113:002,page:2016-1:0113,2016,2016-1,113,"{""field"":""asset_name"",""note"":""name truncated at right edge of name column"",""read"":""LIBERTY HARBOR COMMITMENT 2,000,000 100% OF FUNDS ASSETS IN"",""row"":16}",docs/2016-1/text/page-113.json
uncertainty:2016-1:0114:001,page:2016-1:0114,2016,2016-1,114,"{""field"":""asset_name"",""note"":""name truncated at right edge of name column"",""read"":""GLOBAL LONG SHORT PARTNERS 27% OF FUNDS ASSETS IN ILLIQUID IN"",""row"":15}",docs/2016-1/text/page-114.json
uncertainty:2016-1:0114:002,page:2016-1:0114,2016,2016-1,114,"{""field"":""asset_name"",""note"":""name truncated at right edge of name column"",""read"":""LIBERTY HARBOR COMMITMENT 2,000,000 100% OF FUNDS ASSETS IN"",""row"":16}",docs/2016-1/text/page-114.json
uncertainty:2017-2:0001:001,page:2017-2:0001,2017,2017-2,1,"{""field"":""printed_label"",""note"":""page count after 'Page 1 of' is handwritten inside the HAND DELIVERED stamp; digit is smudged but reads as 5, consistent with the 5-page document"",""read"":""Page 1 of 5"",""row"":null}",docs/2017-2/text/page-001.json
uncertainty:2017-2:0001:002,page:2017-2:0001,2017,2017-2,1,"{""field"":""free_text"",""note"":""handwritten clerk initials next to stamp are a scrawl; 'MC'-like shape, not confidently legible"",""read"":""MC"",""row"":null}",docs/2017-2/text/page-001.json
uncertainty:2017-2:0002:001,page:2017-2:0002,2017,2017-2,2,"{""field"":""date"",""note"":""tesseract read 02/18/17 for BUILD NYC RESOURCE CORP row, but full page and hi-res quadrant clearly show 01/18/17"",""read"":""01/18/2017"",""row"":14}",docs/2017-2/text/page-002.json
uncertainty:2017-2:0004:001,page:2017-2:0004,2017,2017-2,4,"{""field"":""notification_date"",""note"":""tesseract read 02/23/17 for American Tower row, but hi-res quadrants clearly show 01/23/17 (same as row above)"",""read"":""01/23/2017"",""row"":2}",docs/2017-2/text/page-004.json
uncertainty:2017-3:0003:001,page:2017-3:0003,2017,2017-3,3,"{""field"":""date"",""note"":""tesseract read 02/27/17 but both hi-res crops clearly show 02/17/17; using image reading"",""read"":""02/17/17"",""row"":49}",docs/2017-3/text/page-003.json
uncertainty:2017-4:0002:001,page:2017-4:0002,2017,2017-4,2,"{""field"":""asset_name"",""note"":""Spelled 'Telsa' (not 'Tesla') in the typed original; transcribed verbatim. Same spelling in rows 23-25."",""read"":""Telsa Inc."",""row"":3}",docs/2017-4/text/page-002.json
uncertainty:2017-4:0002:002,page:2017-4:0002,2017,2017-4,2,"{""field"":""asset_name"",""note"":""Name appears truncated in original ('Visa Inc-Class' with no class letter); transcribed as printed."",""read"":""Visa Inc-Class"",""row"":22}",docs/2017-4/text/page-002.json
uncertainty:2017-5:0002:001,page:2017-5:0002,2017,2017-5,2,"{""field"":""text"",""note"":""group/subheader label on black band; tesseract also reads 'Areco' but the word is unusual - possibly an account name"",""read"":""Areco"",""row"":1}",docs/2017-5/text/page-002.json
uncertainty:2017-5:0004:001,page:2017-5:0004,2017,2017-5,4,"{""field"":""text"",""note"":""digit after '9 is smudged in bold italic; read as '94 at high zoom but could conceivably be '96; tesseract reads 'RAN Trust'"",""read"":""RA '94 Trust"",""row"":1}",docs/2017-5/text/page-004.json
uncertainty:2017-5:0005:001,page:2017-5:0005,2017,2017-5,5,"{""field"":""asset_name"",""note"":""printed as 'IN CMN' (apparently truncated 'INC'); transcribed verbatim; same on row 18"",""read"":""EMERALD EXPOSITIONS EVENTS, IN CMN"",""row"":17}",docs/2017-5/text/page-005.json
uncertainty:2017-6:0003:001,page:2017-6:0003,2017,2017-6,3,"{""field"":""asset_name"",""note"":""wide gap between PUT/XSP and @ 233 on the form; transcribed with single space"",""read"":""PUT/XSP @ 233 EXP 06/16/2017"",""row"":1}",docs/2017-6/text/page-003.json
uncertainty:2017-6:0007:001,page:2017-6:0007,2017,2017-6,7,"{""field"":""asset_name"",""note"":""wide gap between PUT/XSP and @ 228 on the form; transcribed with single space"",""read"":""PUT/XSP @ 228 EXP 06/30/2017"",""row"":20}",docs/2017-6/text/page-007.json
uncertainty:2017-6:0009:001,page:2017-6:0009,2017,2017-6,9,"{""field"":""asset_name"",""note"":""wide gap between PUT/XSP and @ 232 on the form; transcribed with single space"",""read"":""PUT/XSP @ 232 EXP 07/21/2017"",""row"":14}",docs/2017-6/text/page-009.json
uncertainty:2017-6:0009:002,page:2017-6:0009,2017,2017-6,9,"{""field"":""asset_name"",""note"":""wide gap between PUT/XSP and @ 226 on the form; transcribed with single space"",""read"":""PUT/XSP @ 226 EXP 08/18/2017"",""row"":34}",docs/2017-6/text/page-009.json
uncertainty:2017-7:0001:001,page:2017-7:0001,2017,2017-7,1,"{""field"":""printed_label"",""note"":""Handwritten '5' over the 'Page __ of __' stamp overlapping LEGISLATIVE RESOURCE CENTER text; page number itself not clearly visible but this is the first page of 5."",""read"":""Page 1 of 5"",""row"":null}",docs/2017-7/text/page-001.json
uncertainty:2017-7:0002:001,page:2017-7:0002,2017,2017-7,2,"{""field"":""asset_name"",""note"":""Wide gap between 'PUT/XSP' and '@ 233 EXP 07/21/2017' in the printed cell; transcribed with single space."",""read"":""PUT/XSP @ 233 EXP 07/21/2017"",""row"":2}",docs/2017-7/text/page-002.json
uncertainty:2017-7:0003:001,page:2017-7:0003,2017,2017-7,3,"{""field"":""asset_name"",""note"":""Wide gap between 'PUT/XSP' and '@ 238 EXP 07/07/2017' in the printed cell; transcribed with single space."",""read"":""PUT/XSP @ 238 EXP 07/07/2017"",""row"":15}",docs/2017-7/text/page-003.json
uncertainty:2017-7:0003:002,page:2017-7:0003,2017,2017-7,3,"{""field"":""date"",""note"":""Row is smudged/double-struck in scan; hires crop reads 06/21/17 (tesseract garbled 'wefzyay'). Amount x is in column B on this smudged row."",""read"":""06/21/2017"",""row"":52}",docs/2017-7/text/page-003.json
uncertainty:2017-7:0004:001,page:2017-7:0004,2017,2017-7,4,"{""field"":""asset_name"",""note"":""Wide gap between 'PUT/XSP' and '@ 239 EXP 08/04/2017' in the printed cell; transcribed with single space."",""read"":""PUT/XSP @ 239 EXP 08/04/2017"",""row"":7}",docs/2017-7/text/page-004.json
uncertainty:2017-7:0004:002,page:2017-7:0004,2017,2017-7,4,"{""field"":""asset_name"",""note"":""Printed with extra spacing between 'TAX-FREE' and 'FUND'; transcribed with single space."",""read"":""GS SHORT DURATION TAX-FREE FUND INSTITUTIONAL SHARES"",""row"":31}",docs/2017-7/text/page-004.json
uncertainty:2017-8:0002:001,page:2017-8:0002,2017,2017-8,2,"{""field"":""date"",""note"":""tesseract read 07/08/17 for ANTHEM, INC. CMN and COGNIZANT rows, but hi-res quad clearly shows 07/05/17"",""read"":""07/05/2017"",""row"":38}",docs/2017-8/text/page-002.json
uncertainty:2017-8:0003:001,page:2017-8:0003,2017,2017-8,3,"{""field"":""amount"",""note"":""APPLE INC. CMN is the only row on this page with X in column B; verified in hi-res TR quad (column A empty for that row)"",""read"":""$15,001-$50,000"",""row"":11}",docs/2017-8/text/page-003.json
uncertainty:2017-8:0004:001,page:2017-8:0004,2017,2017-8,4,"{""field"":""amount"",""note"":""INDEPENDENCE OHIO GO row: X in column B, confirmed in BR quad (column A empty)"",""read"":""$15,001-$50,000"",""row"":41}",docs/2017-8/text/page-004.json
uncertainty:2017-8:0004:002,page:2017-8:0004,2017,2017-8,4,"{""field"":""amount"",""note"":""NY ST DORM AUTH REVS row: X in column B, confirmed in BR quad (column A empty)"",""read"":""$15,001-$50,000"",""row"":47}",docs/2017-8/text/page-004.json
uncertainty:2017-9:0003:001,page:2017-9:0003,2017,2017-9,3,"{""field"":""asset_name"",""note"":""spelled PAYPAYL (not PAYPAL) in the typed attachment; transcribed verbatim (also row 7)"",""read"":""PAYPAYL HOLDINGS INC COM"",""row"":3}",docs/2017-9/text/page-003.json
uncertainty:2017-9:0004:001,page:2017-9:0004,2017,2017-9,4,"{""field"":""asset_name"",""note"":""wide blank gap printed between 'PUT/XSP' and '@ 242 EXP 09/29/2017' in the typed table; collapsed to single space"",""read"":""PUT/XSP @ 242 EXP 09/29/2017"",""row"":2}",docs/2017-9/text/page-004.json
uncertainty:2017-9:0004:002,page:2017-9:0004,2017,2017-9,4,"{""field"":""asset_name"",""note"":""same wide-gap formatting as the other PUT/XSP row"",""read"":""PUT/XSP @ 238 EXP 10/20/2017"",""row"":22}",docs/2017-9/text/page-004.json
uncertainty:2017-9:0007:001,page:2017-9:0007,2017,2017-9,7,"{""field"":""asset_name"",""note"":""row is printed blurry/smeared on the scan (tesseract garbled it); reading is clear enough in quadrant crop"",""read"":""PIONEER NATURAL RESOURCES CO CMN"",""row"":54}",docs/2017-9/text/page-007.json
uncertainty:2017-9:0008:001,page:2017-9:0008,2017,2017-9,8,"{""field"":""asset_name"",""note"":""wide blank gap printed between 'PUT/XSP' and '@ 236 EXP 10/20/2017'; collapsed to single space (same for the @ 233 EXP 11/17/2017 row)"",""read"":""PUT/XSP @ 236 EXP 10/20/2017"",""row"":19}",docs/2017-9/text/page-008.json
uncertainty:2017-10:0002:001,page:2017-10:0002,2017,2017-10,2,"{""field"":""date"",""note"":""tesseract read 08/12/17, but full-page and both quadrant crops clearly show 08/11/17"",""read"":""08/11/2017"",""row"":19}",docs/2017-10/text/page-002.json
uncertainty:2017-11:0002:001,page:2017-11:0002,2017,2017-11,2,"{""field"":""asset_name"",""note"":""large gap printed between PUT/XSP and @ 245 EXP 11/03/2017 in the asset-name cell; transcribed with single space"",""read"":""PUT/XSP @ 245 EXP 11/03/2017"",""row"":30}",docs/2017-11/text/page-002.json
uncertainty:2017-11:0006:001,page:2017-11:0006,2017,2017-11,6,"{""field"":""asset_name"",""note"":""printed as PAYPAYL (sic, presumably PayPal Holdings); transcribed verbatim; tesseract agrees"",""read"":""PAYPAYL HOLDINGS  INC COM"",""row"":2}",docs/2017-11/text/page-006.json
uncertainty:2017-11:0006:002,page:2017-11:0006,2017,2017-11,6,"{""field"":""asset_name"",""note"":""printed as SCWAB (sic, presumably Schwab); transcribed verbatim; tesseract agrees"",""read"":""CHARLES SCWAB"",""row"":9}",docs/2017-11/text/page-006.json
uncertainty:2017-11:0006:003,page:2017-11:0006,2017,2017-11,6,"{""field"":""date"",""note"":""tesseract read 08/20/17 for ALPHABET INC but quadrant crop clearly shows 09/20/17"",""read"":""09/20/2017"",""row"":8}",docs/2017-11/text/page-006.json
uncertainty:2017-12:0002:001,page:2017-12:0002,2017,2017-12,2,"{""field"":""asset_name"",""note"":""wide gap between PUT/XSP and @ 247 in the typed table; transcribed with single space"",""read"":""PUT/XSP @ 247 EXP 12/15/2017"",""row"":22}",docs/2017-12/text/page-002.json
uncertainty:2017-12:0002:002,page:2017-12:0002,2017,2017-12,2,"{""field"":""asset_name"",""note"":""wide gap between PUT/XSP and @ 250 in the typed table; transcribed with single space"",""read"":""PUT/XSP @ 250 EXP 11/10/2017"",""row"":44}",docs/2017-12/text/page-002.json
uncertainty:2017-12:0003:001,page:2017-12:0003,2017,2017-12,3,"{""field"":""asset_name"",""note"":""wide gap between PUT/XSP and @ 249 in the typed table; transcribed with single space"",""read"":""PUT/XSP @ 249 EXP 12/01/2017"",""row"":8}",docs/2017-12/text/page-003.json
uncertainty:2017-12:0004:001,page:2017-12:0004,2017,2017-12,4,"{""field"":""group text"",""note"":""header clearly reads 1995 even though surrounding pages mostly use Ritu Ahuja 1994 Trust for stock rows; transcribed as printed"",""read"":""Ritu Ahuja 1995 Trust"",""row"":26}",docs/2017-12/text/page-004.json
uncertainty:2017-13:0009:001,page:2017-13:0009,2017,2017-13,9,"{""field"":""asset_name"",""note"":""tesseract read strike as 245; hi-res crop clearly shows 249"",""read"":""PUT/XSP @ 249 EXP 02/16/2018"",""row"":21}",docs/2017-13/text/page-009.json
uncertainty:2017-1:0001:001,page:2017-1:0001,2017,2017-1,1,"{""field"":""printed_label"",""note"":""Printed label overlaps the HAND DELIVERED stamp; final digit obscured — likely 'Page 1 of 148' or 'Page 1 of 149' (document has 149 scanned pages)."",""read"":""Page 1 of 14[8?]"",""row"":null}",docs/2017-1/text/page-001.json
uncertainty:2017-1:0001:002,page:2017-1:0001,2017,2017-1,1,"{""field"":""free_text"",""note"":""Legislative Resource Center receipt stamp transcribed as printed; presumably means 2018 AUG 10."",""read"":""18 AUG 10 AM 9:05"",""row"":null}",docs/2017-1/text/page-001.json
uncertainty:2017-1:0004:001,page:2017-1:0004,2017,2017-1,4,"{""field"":""transaction"",""note"":""Block E cell for The HSH Coinvest (Cayman) Trust-A contains this typed note instead of a P/S/E code; transcribed verbatim."",""read"":""Was worthless now has FMV"",""row"":20}",docs/2017-1/text/page-004.json
uncertainty:2017-1:0005:001,page:2017-1:0005,2017,2017-1,5,"{""field"":""kind"",""note"":""Three consecutive bold header lines; transcribed as three group rows — they appear to jointly label the following block of assets."",""read"":""Ritu Ahuja 1995 Trust : / Grandchildren's Trust: / ARECO LP :"",""row"":8}",docs/2017-1/text/page-005.json
uncertainty:2017-1:0006:001,page:2017-1:0006,2017,2017-1,6,"{""field"":""income_types/amount_of_income"",""note"":""These Block C/D entries are printed on the 'ARECO LP Commercial Property:' header line, covering the three SP location rows as a group; transcribed on the group row."",""read"":""Rent (for all properties) / $100,001-$1,000,000"",""row"":1}",docs/2017-1/text/page-006.json
uncertainty:2017-1:0006:002,page:2017-1:0006,2017,2017-1,6,"{""field"":""asset_name"",""note"":""Cross-reference entry with owner code SP but no Block B-E values; the referenced 'MS Areco Schedule' appears on later pages."",""read"":""Ritu Ahuja 1995 Trust: ARECO LP — See attached MS Areco Schedule"",""row"":16}",docs/2017-1/text/page-006.json
uncertainty:2017-1:0007:001,page:2017-1:0007,2017,2017-1,7,"{""field"":""ticker"",""note"":""sans-serif glyphs ambiguous between capital I and lowercase l; tesseract read 'All14'"",""read"":""AII14"",""row"":3}",docs/2017-1/text/page-007.json
uncertainty:2017-1:0007:002,page:2017-1:0007,2017,2017-1,7,"{""field"":""other_income_spec"",""note"":""'Other Type of Income' cell is black-filled with no legible write-in text"",""read"":null,""row"":3}",docs/2017-1/text/page-007.json
uncertainty:2017-1:0007:003,page:2017-1:0007,2017,2017-1,7,"{""field"":""transaction"",""note"":""entire Transaction row is a solid black band across all five columns; treated as no transaction code"",""read"":null,""row"":""all""}",docs/2017-1/text/page-007.json
uncertainty:2017-1:0008:001,page:2017-1:0008,2017,2017-1,8,"{""field"":""transaction"",""note"":""entire Transaction row is a solid black band across all six columns; treated as no transaction code"",""read"":null,""row"":""all""}",docs/2017-1/text/page-008.json
uncertainty:2017-1:0009:001,page:2017-1:0009,2017,2017-1,9,"{""field"":""transaction"",""note"":""entire Transaction row is a solid black band across all five columns; treated as no transaction code"",""read"":null,""row"":""all""}",docs/2017-1/text/page-009.json
