page_id,year,document_id,document_page_number,printed_label,section,page_type,page_type_raw,confidence,free_text,row_count,uncertainty_count,page_image_path,source_json_path,tesseract_text_path
page:2016-1:0043,2016,2016-1,43,43/116,"Schedule A - Assets and ""unearned income""",schedule_a,schedule_a,high,"Typed attachment grid (transposed layout, footer 'MS ARECO Schedule A 12.31.16'): field labels run down the left (EIF; SP, DC, JT; Stock Name; Ticker; Value of Asset buckets A: None through L: Over $50,000,000 plus Spouse/DC Asset over $1,000,000; Type of Income: None/Dividends/Rent/Interest/Capital Gains/Excepted/Blind Trust/Tax-Deferred/Other Type of Income; Amount of Income: Current Year buckets A: None through K: Over $5,000,000 plus Spouse/DC Income over $1,000,000; Amount of Income: Preceding Year January 1, 2016 - December 31, 2016, same buckets). One asset per column; selections are black-filled cells. Three asset columns on this page. EIF row is blank for all columns. Header: 'Name: Rohit Khanna', 'Page ___ of ___' (blank).",3,0,docs/2016-1/pages/page-043.jpg,docs/2016-1/text/page-043.json,docs/2016-1/tess/page-043.txt
page:2016-1:0044,2016,2016-1,44,44/116,"Schedule A - Assets and ""unearned income""",schedule_a,schedule_a,high,"Typed attachment grid (transposed layout, footer 'MS ARECO Schedule A 12.31.16'): field labels run down the left (EIF; SP, DC, JT; Stock Name; Ticker; Value of Asset buckets A: None through L: Over $50,000,000 plus Spouse/DC Asset over $1,000,000; Type of Income: None/Dividends/Rent/Interest/Capital Gains/Excepted/Blind Trust/Tax-Deferred/Other Type of Income; Amount of Income: Current Year buckets A: None through K: Over $5,000,000 plus Spouse/DC Income over $1,000,000; Amount of Income: Preceding Year January 1, 2016 - December 31, 2016, same buckets). One asset per column; selections are black-filled cells. Three asset columns on this page. EIF row is blank for all columns. Header: 'Name: Rohit Khanna', 'Page ___ of ___' (blank).",3,1,docs/2016-1/pages/page-044.jpg,docs/2016-1/text/page-044.json,docs/2016-1/tess/page-044.txt
page:2016-1:0045,2016,2016-1,45,45/116,"Schedule A - Assets and ""unearned income""",schedule_a,schedule_a,high,"Typed attachment grid (transposed layout, footer 'MS ARECO Schedule A 12.31.16'): field labels run down the left (EIF; SP, DC, JT; Stock Name; Ticker; Value of Asset buckets A: None through L: Over $50,000,000 plus Spouse/DC Asset over $1,000,000; Type of Income: None/Dividends/Rent/Interest/Capital Gains/Excepted/Blind Trust/Tax-Deferred/Other Type of Income; Amount of Income: Current Year buckets A: None through K: Over $5,000,000 plus Spouse/DC Income over $1,000,000; Amount of Income: Preceding Year January 1, 2016 - December 31, 2016, same buckets). One asset per column; selections are black-filled cells. Three asset columns on this page. EIF row is blank for all columns. Header: 'Name: Rohit Khanna', 'Page ___ of ___' (blank).",3,1,docs/2016-1/pages/page-045.jpg,docs/2016-1/text/page-045.json,docs/2016-1/tess/page-045.txt
page:2016-1:0046,2016,2016-1,46,46/116,"Schedule A - Assets and ""unearned income""",schedule_a,schedule_a,high,"Typed attachment grid (transposed layout, footer 'MS ARECO Schedule A 12.31.16'): field labels run down the left (EIF; SP, DC, JT; Stock Name; Ticker; Value of Asset buckets A: None through L: Over $50,000,000 plus Spouse/DC Asset over $1,000,000; Type of Income: None/Dividends/Rent/Interest/Capital Gains/Excepted/Blind Trust/Tax-Deferred/Other Type of Income; Amount of Income: Current Year buckets A: None through K: Over $5,000,000 plus Spouse/DC Income over $1,000,000; Amount of Income: Preceding Year January 1, 2016 - December 31, 2016, same buckets). One asset per column; selections are black-filled cells. Three asset columns on this page. EIF row is blank for all columns. Header: 'Name: Rohit Khanna', 'Page ___ of ___' (blank).",3,1,docs/2016-1/pages/page-046.jpg,docs/2016-1/text/page-046.json,docs/2016-1/tess/page-046.txt
page:2016-1:0047,2016,2016-1,47,47/116,"Schedule A - Assets and ""unearned income""",schedule_a,schedule_a,high,"Typed attachment grid (transposed layout, footer 'MS ARECO Schedule A 12.31.16'): field labels run down the left (EIF; SP, DC, JT; Stock Name; Ticker; Value of Asset buckets A: None through L: Over $50,000,000 plus Spouse/DC Asset over $1,000,000; Type of Income: None/Dividends/Rent/Interest/Capital Gains/Excepted/Blind Trust/Tax-Deferred/Other Type of Income; Amount of Income: Current Year buckets A: None through K: Over $5,000,000 plus Spouse/DC Income over $1,000,000; Amount of Income: Preceding Year January 1, 2016 - December 31, 2016, same buckets). One asset per column; selections are black-filled cells. Three asset columns on this page. EIF row is blank for all columns. Header: 'Name: Rohit Khanna', 'Page ___ of ___' (blank).",3,0,docs/2016-1/pages/page-047.jpg,docs/2016-1/text/page-047.json,docs/2016-1/tess/page-047.txt
page:2016-1:0048,2016,2016-1,48,48/116,"Schedule A - Assets and ""unearned income""",schedule_a,schedule_a,high,"Typed attachment grid (transposed layout, footer 'MS ARECO Schedule A 12.31.16'): field labels run down the left (EIF; SP, DC, JT; Stock Name; Ticker; Value of Asset buckets A: None through L: Over $50,000,000 plus Spouse/DC Asset over $1,000,000; Type of Income: None/Dividends/Rent/Interest/Capital Gains/Excepted/Blind Trust/Tax-Deferred/Other Type of Income; Amount of Income: Current Year buckets A: None through K: Over $5,000,000 plus Spouse/DC Income over $1,000,000; Amount of Income: Preceding Year January 1, 2016 - December 31, 2016, same buckets). One asset per column; selections are black-filled cells. Three asset columns on this page. EIF row is blank for all columns. FSP and THRM mark Capital Gains only (Dividends cell filled only for FNFG). Header: 'Name: Rohit Khanna', 'Page ___ of ___' (blank).",3,0,docs/2016-1/pages/page-048.jpg,docs/2016-1/text/page-048.json,docs/2016-1/tess/page-048.txt
page:2016-1:0049,2016,2016-1,49,49/116,"Schedule A - Assets and ""unearned Income""",schedule_a,schedule_a,high,"Header: 'Name: Rohit Khanna', 'Page ___ of ___' (blank). Value of Asset 'A: None' filled across all three columns. Type of Income: Dividends filled for GPN and GNC only; Capital Gains filled for all three. Amount of Income Current Year 'A: None' filled for all three. Amount of Income Preceding Year: 'B: $1-$200' filled for GNW; 'A: None' filled for GPN and GNC.",3,2,docs/2016-1/pages/page-049.jpg,docs/2016-1/text/page-049.json,docs/2016-1/tess/page-049.txt
page:2016-1:0050,2016,2016-1,50,50/116,"Schedule A - Assets and ""unearned Income""",schedule_a,schedule_a,high,"Header: 'Name: Rohit Khanna', 'Page ___ of ___' (blank). Value of Asset 'A: None' filled across all three columns. Type of Income: Dividends filled for GES only; Capital Gains filled for all three. Amount of Income Current Year 'A: None' filled for all three. Amount of Income Preceding Year: 'A: None' filled for GES; 'C: $201-$1,000' filled for HAE and HLIT.",3,1,docs/2016-1/pages/page-050.jpg,docs/2016-1/text/page-050.json,docs/2016-1/tess/page-050.txt
page:2016-1:0051,2016,2016-1,51,51/116,"Schedule A - Assets and ""unearned Income""",schedule_a,schedule_a,high,"Header: 'Name: Rohit Khanna', 'Page ___ of ___' (blank). Value of Asset 'A: None' filled across all three columns. Type of Income: Dividends filled for HY only; Capital Gains filled for all three. Amount of Income Current Year 'A: None' filled for all three. Amount of Income Preceding Year: 'C: $201-$1,000' filled for HSC; 'B: $1-$200' filled for MLHR and HY.",3,0,docs/2016-1/pages/page-051.jpg,docs/2016-1/text/page-051.json,docs/2016-1/tess/page-051.txt
page:2016-1:0052,2016,2016-1,52,52/116,"Schedule A - Assets and ""unearned Income""",schedule_a,schedule_a,high,"Header: 'Name: Rohit Khanna', 'Page ___ of ___' (blank). Value of Asset 'A: None' filled across all three columns. Type of Income: Dividends and Capital Gains filled for all three columns. Amount of Income Current Year 'A: None' filled for all three. Amount of Income Preceding Year: 'D: $1,001-$2,500' filled for ISIL and ISBC; 'B: $1-$200' filled for ITG.",3,0,docs/2016-1/pages/page-052.jpg,docs/2016-1/text/page-052.json,docs/2016-1/tess/page-052.txt
page:2016-1:0053,2016,2016-1,53,53/116,"Schedule A - Assets and ""unearned Income""",schedule_a,schedule_a,high,"Header: 'Name: Rohit Khanna', 'Page ___ of ___' (blank). Value of Asset 'A: None' filled across all three columns. Type of Income: Dividends and Capital Gains filled for all three columns. Amount of Income Current Year 'A: None' filled for all three. Amount of Income Preceding Year: 'A: None' filled for JNS; 'C: $201-$1,000' filled for KMT and KEY.",3,1,docs/2016-1/pages/page-053.jpg,docs/2016-1/text/page-053.json,docs/2016-1/tess/page-053.txt
page:2016-1:0054,2016,2016-1,54,54/116,"Schedule A - Assets and ""unearned Income""",schedule_a,schedule_a,high,"Header: 'Name: Rohit Khanna', 'Page ___ of ___' (blank). Value of Asset 'A: None' filled across all three columns. Type of Income: Capital Gains filled for all three columns (Dividends not filled for any). Amount of Income Current Year 'A: None' filled for all three. Amount of Income Preceding Year: 'D: $1,001-$2,500' filled for KLXI and KOP; 'C: $201-$1,000' filled for MASI.",3,0,docs/2016-1/pages/page-054.jpg,docs/2016-1/text/page-054.json,docs/2016-1/tess/page-054.txt
page:2016-1:0055,2016,2016-1,55,55/116,"Schedule A - Assets and ""unearned Income""",schedule_a,schedule_a,high,,3,0,docs/2016-1/pages/page-055.jpg,docs/2016-1/text/page-055.json,docs/2016-1/tess/page-055.txt
page:2016-1:0056,2016,2016-1,56,56/116,"Schedule A - Assets and ""unearned Income""",schedule_a,schedule_a,high,,3,0,docs/2016-1/pages/page-056.jpg,docs/2016-1/text/page-056.json,docs/2016-1/tess/page-056.txt
page:2016-1:0057,2016,2016-1,57,57/116,"Schedule A - Assets and ""unearned Income""",schedule_a,schedule_a,high,,3,0,docs/2016-1/pages/page-057.jpg,docs/2016-1/text/page-057.json,docs/2016-1/tess/page-057.txt
page:2016-1:0058,2016,2016-1,58,58/116,"Schedule A - Assets and ""unearned Income""",schedule_a,schedule_a,high,,3,0,docs/2016-1/pages/page-058.jpg,docs/2016-1/text/page-058.json,docs/2016-1/tess/page-058.txt
page:2016-1:0059,2016,2016-1,59,59/116,"Schedule A - Assets and ""unearned Income""",schedule_a,schedule_a,high,,3,0,docs/2016-1/pages/page-059.jpg,docs/2016-1/text/page-059.json,docs/2016-1/tess/page-059.txt
page:2016-1:0060,2016,2016-1,60,60/116,"Schedule A - Assets and ""unearned Income""",schedule_a,schedule_a,high,,3,0,docs/2016-1/pages/page-060.jpg,docs/2016-1/text/page-060.json,docs/2016-1/tess/page-060.txt
page:2016-1:0061,2016,2016-1,61,61/116,"Schedule A - Assets and ""unearned Income""",schedule_a,schedule_a,high,"Typed attachment grid (transposed layout, footer 'MS ARECO Schedule A 12.31.16'): field labels run down the left (EIF; SP, DC, JT; Stock Name; Ticker; Value of Asset buckets A: None through L: Over $50,000,000 plus Spouse/DC Asset over $1,000,000; Type of Income: None/Dividends/Rent/Interest/Capital Gains/Excepted/Blind Trust/Tax-Deferred/Other Type of Income; Amount of Income: Current Year buckets A: None through K: Over $5,000,000 plus Spouse/DC Income over $1,000,000; Amount of Income: Preceding Year January 1, 2016 - December 31, 2016, same buckets). One asset per column; selections are black-filled cells. Three asset columns on this page. EIF row is blank for all columns. Dividends filled only for TSO; Capital Gains filled for all three. Preceding-year income: B: $1-$200 for TSO and TTI, A: None for TDW. Header: 'Name: Rohit Khanna', 'Page ___ of ___' (blank).",3,0,docs/2016-1/pages/page-061.jpg,docs/2016-1/text/page-061.json,docs/2016-1/tess/page-061.txt
page:2016-1:0062,2016,2016-1,62,62/116,"Schedule A - Assets and ""unearned Income""",schedule_a,schedule_a,high,"Typed attachment grid (transposed layout, footer 'MS ARECO Schedule A 12.31.16'): field labels run down the left (EIF; SP, DC, JT; Stock Name; Ticker; Value of Asset buckets A: None through L: Over $50,000,000 plus Spouse/DC Asset over $1,000,000; Type of Income: None/Dividends/Rent/Interest/Capital Gains/Excepted/Blind Trust/Tax-Deferred/Other Type of Income; Amount of Income: Current Year buckets A: None through K: Over $5,000,000 plus Spouse/DC Income over $1,000,000; Amount of Income: Preceding Year January 1, 2016 - December 31, 2016, same buckets). One asset per column; selections are black-filled cells. Three asset columns on this page. EIF row is blank for all columns. Dividends filled only for TUP; Capital Gains filled for all three. Preceding-year income: B: $1-$200 for TPH and TUP, A: None for PAY. Header: 'Name: Rohit Khanna', 'Page ___ of ___' (blank).",3,0,docs/2016-1/pages/page-062.jpg,docs/2016-1/text/page-062.json,docs/2016-1/tess/page-062.txt
page:2016-1:0063,2016,2016-1,63,63/116,"Schedule A - Assets and ""unearned Income""",schedule_a,schedule_a,high,"Typed attachment grid (transposed layout, footer 'MS ARECO Schedule A 12.31.16'): field labels run down the left (EIF; SP, DC, JT; Stock Name; Ticker; Value of Asset buckets A: None through L: Over $50,000,000 plus Spouse/DC Asset over $1,000,000; Type of Income: None/Dividends/Rent/Interest/Capital Gains/Excepted/Blind Trust/Tax-Deferred/Other Type of Income; Amount of Income: Current Year buckets A: None through K: Over $5,000,000 plus Spouse/DC Income over $1,000,000; Amount of Income: Preceding Year January 1, 2016 - December 31, 2016, same buckets). One asset per column; selections are black-filled cells. Three asset columns on this page. EIF row is blank for all columns. Dividends filled only for WDR; Capital Gains filled for all three. Preceding-year income: C: $201-$1,000 for VRNT, A: None for VSI, B: $1-$200 for WDR. Header: 'Name: Rohit Khanna', 'Page ___ of ___' (blank).",3,0,docs/2016-1/pages/page-063.jpg,docs/2016-1/text/page-063.json,docs/2016-1/tess/page-063.txt
page:2016-1:0064,2016,2016-1,64,64/116,"Schedule A - Assets and ""unearned Income""",schedule_a,schedule_a,high,"Typed attachment grid (transposed layout, footer 'MS ARECO Schedule A 12.31.16'): field labels run down the left (EIF; SP, DC, JT; Stock Name; Ticker; Value of Asset buckets A: None through L: Over $50,000,000 plus Spouse/DC Asset over $1,000,000; Type of Income: None/Dividends/Rent/Interest/Capital Gains/Excepted/Blind Trust/Tax-Deferred/Other Type of Income; Amount of Income: Current Year buckets A: None through K: Over $5,000,000 plus Spouse/DC Income over $1,000,000; Amount of Income: Preceding Year January 1, 2016 - December 31, 2016, same buckets). One asset per column; selections are black-filled cells. Three asset columns on this page. EIF row is blank for all columns. Dividends filled only for JW.A; Capital Gains filled for all three. Preceding-year income: B: $1-$200 for WTM, C: $201-$1,000 for JW.A, D: $1,001-$2,500 for WPX. Header: 'Name: Rohit Khanna', 'Page ___ of ___' (blank).",3,0,docs/2016-1/pages/page-064.jpg,docs/2016-1/text/page-064.json,docs/2016-1/tess/page-064.txt
